acteurs,annee,description,duree,genre,langueOrigine,paysOrigine,public,realisateur,scorePresse,scoreSpectateur,title,titreOriginal
"Kev Adams,Jean-Paul Rouve,Vanessa Guide",14 octobre 2015,"À la veille de Noël, Sam et son meilleur pote Khalid se déguisent en Père-Noël afin de dérober tout ce qu’ils peuvent aux Galeries Lafayette. Mais Sam est rapidement coincé par des enfants et doit leur raconter une histoire... l’histoire d’Aladin... enfin Sa version. Dans la peau d’Aladin, Sam commence alors un voyage au coeur de Bagdad, ville aux mille et une richesses... Hélas derrière le folklore, le peuple subit la tyrannie du terrible Vizir connu pour sa férocité et son haleine douteuse. Aladin le jeune voleur, aidé de son Génie, pourra-t il déjouer les plans diaboliques du Vizir, sauver Khalid et conquérir le coeur de la Princesse Shallia ? En fait oui, mais on ne va pas vous mentir, ça ne va pas être facile !",106,Comédie,-, France,,Arthur Benzaquen,"2,8","1,4",Les Nouvelles Aventures D'Aladin,
"Ana de Armas,Chris Evans,Adrien Brody",21 avril 2023,"Lorsque Cole tombe follement amoureux de la mystérieuse Sadie, il est loin de se douter qu’elle est en réalité un agent secret. Alors que Cole est bien décidé à revoir Sadie, ils sont soudain entraînés dans une aventure pour sauver le monde.",116,"Action,Comédie,Romance",-, U.S.A.,,Dexter Fletcher,"2,2","2,6",Ghosted,
"Joaquin Phoenix,Nathan Lane,Amy Ryan",26 avril 2023,Beau tente désespérément de rejoindre sa mère. Mais l’univers semble se liguer contre lui…,179,"Aventure,Comédie,Drame",-, U.S.A.,Interdit - 12 ans,Ari Aster,"3,6","3,2",Beau Is Afraid,
"Stephen Spinella,Roxane Mesquida,Jack Plotnick",10 novembre 2010,"Dans le désert californien, des spectateurs incrédules assistent aux aventures d’un pneu tueur et télépathe, mystérieusement attiré par une jolie jeune fille. Une enquête commence.",85,"Comédie,Epouvante-horreur",-, France,,Quentin Dupieux,"3,2","3,2",Rubber,
"Michel Blanc,Gérard Depardieu,Jean-Pierre Marielle",12 décembre 1990,1945. Dans une petite ville de France la paix s'installe. Une famille héberge plusieurs sinistrés dont les maisons ont été détruites pendant les bombardements. Dans cette promiscuité certaines personnalités vont se révéler à l'heure des règlements de comptes.,100,Comédie dramatique,-, France,,Claude Berri,"3,7",,Uranus,
"Allison McAtee,Jeremy John Wells,Hailey Gray",27 mai 2024,"Suite au décès de sa femme, Liam vit seul avec sa fille, Corinne. Du jour au lendemain, il apprend qu’elle souffre d’une maladie respiratoire. Trop occupé, il doit faire appel à une infirmière à domicile. Liam et sa fille font ainsi la connaissance de Victoria. A première vue, cette femme souriante et attentionnée semble être l’infirmière idéale pour Corinne. Mais elle pourrait cacher ses véritables intentions...",90,Thriller,Anglais, U.S.A.,,Peter Sullivan,"2,8",,Je serai ta nouvelle mère,A Nurse to Die For
"Bryce Dallas Howard,Joaquin Phoenix,Adrien Brody",18 août 2004,"Une petite communauté isolée vit dans la terrifiante certitude qu'une race de créatures mythiques peuple les bois entourant le village. Cette force maléfique est si menaçante que personne n'ose s'aventurer au-delà des dernières maisons, et encore moins pénétrer dans les bois... Le jeune Lucius Hunt, un garçon entêté, est cependant bien décidé à aller voir ce qui se cache par-delà des limites du village, et son audace menace de changer à jamais l'avenir de tous...",108,"Fantastique,Thriller",-, U.S.A.,,M. Night Shyamalan,"3,7","3,2",Le Village,The Village
"Philippe Lacheau,Élodie Fontan,Tarek Boudali",6 février 2019,"Nicky Larson est le meilleur des gardes du corps, un détective privé hors-pair. Il est appelé pour une mission à hauts risques : récupérer le parfum de Cupidon, un parfum qui rendrait irrésistible celui qui l’utilise…",91,"Action,Comédie,Policier",-, France,,Philippe Lacheau,"2,9","3,7",Nicky Larson et le parfum de Cupidon,
"Laure Calamy,Zita Hanrot,India Hair",30 novembre 2022,"Février 1974. Parce qu’elle se retrouve enceinte accidentellement, Annie, ouvrière et mère de deux enfants, rencontre le MLAC – Mouvement pour la Liberté de l’Avortement et de la Contraception qui pratique les avortements illégaux aux yeux de tous. Accueillie par ce mouvement unique, fondé sur l’aide concrète aux femmes et le partage des savoirs, elle va trouver dans la bataille pour l’adoption de la loi sur l'avortement un nouveau sens à sa vie.",120,Comédie dramatique,-, France,,Blandine Lenoir,"3,8","4,0",Annie Colère,
"Olivia DeJonge,Ed Oxenbould,Deanna Dunagan",7 octobre 2015,"Deux enfants sont envoyés passer une semaine en Pennsylvanie, dans la ferme de leurs grands-parents. Mais lorsque l'un d'eux découvre qu'ils sont impliqués dans quelque chose de profondément dérangeant, leurs chances de retour s'amenuisent de jour en jour.",94,Epouvante-horreur,-, U.S.A.,Interdit - 12 ans,M. Night Shyamalan,"3,4","3,1",The Visit,
"Emilie Rault,Kelly Marie Tran,Géraldine Nakache",4 juin 2021,"Il y a de cela fort longtemps, au royaume imaginaire de Kumandra, humains et dragons vivaient en harmonie. Mais un jour, une force maléfique s’abattit sur le royaume et les dragons se sacrifièrent pour sauver l’humanité.",107,"Aventure,Animation,Fantastique",-, U.S.A.,,Paul Briggs,"3,3","3,8",Raya et le dernier dragon,Raya and The Last Dragon
"Ben Whishaw,Dustin Hoffman,Alan Rickman",4 octobre 2006,"Jean-Baptiste Grenouille naît en 1744. Enfant solitaire, malade, il devient un jeune homme à part grâce à un don unique : son odorat.",147,"Drame,Thriller",50 000 000 USD," France, Espagne, Allemagne","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Tom Tykwer,"2,8","3,5",Le Parfum : histoire d'un meurtrier,Perfume: The Story of a Murderer
"Marina Foïs,Laurent Lafitte,Alexandre Desrousseaux",4 février 2015,"Florence et Vincent Leroy ont tout réussi. Leurs métiers, leur mariage, leurs enfants. Et aujourd’hui, c’est leur divorce qu’ils veulent réussir. Mais quand ils reçoivent simultanément la promotion dont ils ont toujours rêvée, leur vie de couple vire au cauchemar. Dès lors, plus de quartier, les ex-époux modèles se déclarent la guerre : et ils vont tout faire pour NE PAS avoir la garde des enfants.",85,"Comédie,Romance",Français," France, Belgique",,Martin Bourboulon,"3,6","3,3",Papa ou maman,
"Dwayne Johnson,Jack Black,Kevin Hart",20 décembre 2017,"Le destin de quatre lycéens en retenue bascule lorsqu’ils sont aspirés dans le monde de Jumanji. Après avoir découvert une vieille console contenant un jeu vidéo dont ils n’avaient jamais entendu parler, les quatre jeunes se retrouvent mystérieusement propulsés au cœur de la jungle de Jumanji, dans le corps de leurs avatars. Ils vont rapidement découvrir que l’on ne joue pas à Jumanji, c’est le jeu qui joue avec vous… Pour revenir dans le monde réel, il va leur falloir affronter les pires dangers et triompher de l’ultime aventure. Sinon, ils resteront à jamais prisonniers de Jumanji…",119,"Action,Fantastique",-, U.S.A.,,Jake Kasdan,"2,6","3,5",Jumanji : Bienvenue dans la jungle,Jumanji: Welcome to the Jungle
"Frank Grillo,Mira Sorvino,Gabriel Byrne",18 février 2023,"Adapté du livre de son fils Tonino, le film retrace la vie de Ferruccio Lamborghini, le célèbre créateur de la marque automobile éponyme.",97,"Biopic,Drame",-," U.S.A., Italie",,Bobby Moresco,"2,2",,"Lamborghini, l'homme derrière la légende",Lamborghini: The Man Behind The Legend
"Hedi Bouchenafa,Nassim Lyes,Fred Testot",12 février 2021,"Hedi et Cokeman sont les deux pires dealers de Paris. Arnaqueurs à la petite semaine, ils survivent en faisant passer des carambars pour des barrettes de shit. C’est la Hess !!! Fatigués de ce train de vie, leur quotidien va considérablement s’éclaircir lors du mariage de Zlatana, la petite sœur d'Hedi, avec un grand baron de la drogue : Arsène Van Gluten. Ce dernier, sous la pression de sa nouvelle femme, leur fournira plusieurs kilos de Mojo Mango, du cannabis de toute première main. Hedi et Cokeman ont enfin l’opportunité d’ouvrir leur propre réseau. Persuadés que cela signifie pour eux la fin de la galère, ils ignorent encore que ce n’est que le début des problèmes…",99,"Action,Comédie,Policier",-, France,,Julien Royal,"3,3","1,9",En Passant Pécho,
"Harrison Ford,Brian Dennehy,Raúl Julia",10 octobre 1990,Un brillant procureur se retrouve tout à coup accusé du meurtre d'une jeune et ambitieuse collègue avec laquelle il vient d'avoir une liaison orageuse.,127,"Drame,Thriller",Anglais, U.S.A.,,Alan J. Pakula,"3,3",,Présumé innocent,Presumed Innocent
"Colin Farrell,Rachel Weisz,Jessica Barden",28 octobre 2015,"Dans un futur proche… Toute personne célibataire est arrêtée, transférée à l’Hôtel et a 45 jours pour trouver l’âme soeur. Passé ce délai, elle sera transformée en l'animal de son choix. Pour échapper à ce destin, un homme s'enfuit et rejoint dans les bois un groupe de résistants ; les Solitaires.",119,"Drame,Romance,Science Fiction",01/02/2016," Irlande, Grande-Bretagne, Grèce, France, Pays-Bas","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Yorgos Lanthimos,"3,4","3,3",The Lobster,
"Mark Wahlberg,Zooey Deschanel,John Leguizamo",11 juin 2008,"Surgi de nulle part, le phénomène frappe sans discernement. Il n'y a aucun signe avant-coureur. En quelques minutes, des dizaines, des centaines de gens meurent dans des circonstances étranges, terrifiantes, totalement incompréhensibles. Qu'est-ce qui provoque ce bouleversement radical et soudain du comportement humain ? Est-ce une nouvelle forme d'attaque terroriste, une expérience qui a mal tourné, une arme toxique diabolique, un virus qui a échappé à tout contrôle ? Et comment cette menace se propage-t-elle ? Par l'air, par l'eau, ou autrement ?",91,"Science Fiction,Thriller","Anglais, Français"," U.S.A., Inde","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",M. Night Shyamalan,"2,5","2,2",Phénomènes,The Happening
"Maria Hofstätter,Leonard Stirsky Hädler,Miriam Fussenegger",27 avril 2023,"En Haute-Autriche, la jeune Johanna, fraîchement sortie de l’école de police, se tue en tombant d’une falaise lors d’une descente dans une ancienne carrière où se tient une fête illégale. Dans la nuit noire, personne n’a vu ce qui s’est passé. Si les membres de son unité n’y voient qu’un tragique accident, Stani, gardien de la paix du côté tchèque et petit ami de la victime, met en doute cette version. Quand un jeune dealer que Johanna avait appréhendé ce soir-là est retrouvé mort d’une overdose, Stani ne croit plus en une coïncidence. Désemparé, il fait appel à l’ancienne commissaire Grete Öller, dont Johanna était la filleule : avec l’aide de la fringante retraitée, qui n’a rien perdu de ses réflexes, il se lance dans une enquête parallèle qui pourrait bien incriminer des membres de la police locale des deux côtés de la frontière… Après La mort en héritage, Maria Hofstätter endosse à nouveau le rôle de la pugnace Grete Öller, dans un polar rural haut en couleur.",88,Policier,Long métrage," Autriche, Allemagne, République tchèque",,Nikolaus Leytner,"2,5",,Vers de nouveaux horizons,Landkrimi: Zu neuen Ufern
"Nanni Moretti,Margherita Buy,Silvio Orlando",28 juin 2023,"Giovanni, cinéaste italien renommé, s’apprête à tourner son nouveau film. Mais entre son couple en crise, son producteur français au bord de la faillite et sa fille qui le délaisse, tout semble jouer contre lui ! Toujours sur la corde raide, Giovanni va devoir repenser sa manière de faire s’il veut mener tout son petit monde vers un avenir radieux.",95,"Comédie,Comédie dramatique,Drame",-, Italie,,Nanni Moretti,"3,9","3,2",Vers un avenir radieux,Il sol dell’avvenire
"Jason Statham,Sylvester Stallone,Andy Garcia",11 octobre 2023,"Une nouvelle génération d’acteurs s’associe aux plus grandes stars de l’action pour Expendables 4. Jason Statham, Dolph Lundgren, Randy Couture et Sylvester Stallone sont rejoints par Curtis « 50 Cent » Jackson, Megan Fox, Tony Jaa, Iko Iwais, Jacob Scipio, Levy Tran et Andy Garcia. Nouveaux membres, nouveaux styles, nouvelles tactiques pour ce nouvel opus explosif !",103,"Action,Thriller",-, U.S.A.,Interdit - 12 ans,Scott Waugh,"1,4","1,7",Expend4bles,
"Robert Downey Jr.,Chris Evans,Mark Ruffalo",24 avril 2019,"Thanos ayant anéanti la moitié de l’univers, les Avengers restants resserrent les rangs dans ce vingt-deuxième film des Studios Marvel, grande conclusion d’un des chapitres de l’Univers Cinématographique Marvel.",181,"Action,Aventure,Science Fiction",-, U.S.A.,,Joe Russo,"3,2","4,2",Avengers: Endgame,
"Donald Reignoux,Jay Baruchel,Emmanuel Jacomy",31 mars 2010,"L'histoire d'Harold, jeune Viking peu à son aise dans sa tribu où combattre les dragons est le sport national. Sa vie va être bouleversée par sa rencontre avec un dragon qui va peu à peu amener Harold et les siens à voir le monde d'un point de vue totalement différent.",93,"Aventure,Animation,Famille",-, U.S.A.,,Chris Sanders,"3,9","4,3",Dragons,How to Train Your Dragon
"Tim Roth,Clive Owen,Catherine McCormack",8 septembre 2021,"Pendant la Seconde Guerre mondiale, les Simmonds, couple londonien aisé, et leur fils Martin accueillent sous leur toit le jeune Dovidl, prodige du violon d’origine juive, qui a laissé derrière lui sa famille à Varsovie. D’abord méfiants, les deux garçons finissent par nouer ensemble un lien fraternel, si bien qu’une fois la guerre terminée, plus rien ne semble pouvoir les séparer. Mais à la veille de son premier concert, Dovidl disparaît mystérieusement. Commence alors pour Martin une longue enquête, qui va l’emmener sur tous les continents, et le plonger dans les tréfonds de la grande Histoire.",114,Drame,01/03/2022," Canada, Hongrie, Allemagne, Grande-Bretagne",,François Girard,"3,4",,Le Prodige inconnu,The Song Of Names
"Ethan Hawke,Lena Headey,Max Burkholder",7 août 2013,"Dans une Amérique rongée par une criminalité débridée et des prisons surpeuplées, le gouvernement a donné son accord pour qu’une fois par an, pendant 12 heures, toutes activités criminelles, meurtres inclus, soient légalisées. La police ne peut intervenir. Les hôpitaux suspendent leurs services. Une nuit durant, les citoyens sont à même de définir leurs propres règles et de faire leur propre loi, sans avoir à craindre de sanctions. Au cours d’une telle nuit hantée par la violence et le crime, une famille va devoir faire un choix – bourreau ou victime ? – face à un inconnu venu frapper à sa porte.",86,"Epouvante-horreur,Thriller",-, U.S.A.,Interdit - 12 ans avec avertissement,James DeMonaco,"2,5","2,6",American Nightmare,The Purge
"Will Smith,Alice Braga,Charlie Tahan",19 décembre 2007,"Robert Neville était un savant de haut niveau et de réputation mondiale, mais il en aurait fallu plus pour stopper les ravages de cet incurable et terrifiant virus d'origine humaine. Mystérieusement immunisé contre le mal, Neville est aujourd'hui le dernier homme à hanter les ruines de New York. Peut-être le dernier homme sur Terre... Depuis trois ans, il diffuse chaque jour des messages radio dans le fol espoir de trouver d'autres survivants. Nul n'a encore répondu.",100,Science Fiction,-, U.S.A.,"Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Francis Lawrence,"3,1","3,8",Je suis une légende,I Am Legend
"Jakob Cedergren,Jacob Lohmann,Morten Thunbo",18 juillet 2018,"Une femme, victime d’un kidnapping, contacte les urgences de la police. La ligne est coupée brutalement. Pour la retrouver, le policier qui a reçu l’appel ne peut compter que sur son intuition, son imagination et son téléphone.",88,Thriller,-, Danemark,"Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Gustav Möller,"4,1","4,1",The Guilty,Den skyldige
"Emma Stone,Emma Thompson,Joel Fry",23 juin 2021,"Londres, années 70, en plein mouvement punk rock. Escroc pleine de talent, Estella est résolue à se faire un nom dans le milieu de la mode. Elle se lie d’amitié avec deux jeunes vauriens qui apprécient ses compétences d’arnaqueuse et mène avec eux une existence criminelle dans les rues de Londres. Un jour, ses créations se font remarquer par la baronne von Hellman, une grande figure de la mode, terriblement chic et horriblement snob. Mais leur relation va déclencher une série de révélations qui amèneront Estella à se laisser envahir par sa part sombre, au point de donner naissance à l’impitoyable Cruella, une brillante jeune femme assoiffée de mode et de vengeance …",134,"Comédie,Drame,Famille",-, U.S.A.,,Craig Gillespie,"3,6","4,0",Cruella,
